CONCEPTICON_ID	WORDNET_SYNSET	OPEN_WORDNET_ID	WORDNET_GLOSS	WORDNET_POS	WORDNET_DEFINITION
1435	v01143838	01143838-v	hunt//run//hunt down//track down	v	pursue for food or sport (as of wild animals); "Goering often hunted wild boars in Poland"; "The dogs are running deer"; "The Duke hunted in these woods"
1436	v02119874	02119874-v	rub//scratch//itch	v	scrape or rub as if to relieve itching; "Don't scratch your insect bites!"
1437	v01556572	01556572-v	cleave//split//rive	v	separate or cut with a tool, such as a sharp instrument; "cleave the bone"
1439	v01960911	01960911-v	swim	v	travel through water; "We had to swim for 20 minutes to reach the shore"; "a big fish was swimming in the tank"
1440	v00101956	00101956-v	spit//ptyalize//ptyalise//spew//spue	v	expel or eject (saliva or phlegm or sputum) from the mouth; "The father of the victim spat at the alleged murderer"
1441	v01940403	01940403-v	fly//wing	v	travel through the air; be airborne; "Man cannot fly"
1442	v01546111	01546111-v	stand//stand up	v	be standing; be upright; "We had to stand for the entire performance!"
1443	v01904930	01904930-v	walk	v	use one's feet to advance; advance by steps; "Walk, don't run!"; "We walked instead of driving"; "She walks with a slight limp"; "The patient cannot walk yet"; "Walk over to the cabinet"
1445	v01878949	01878949-v	swing around//swing about//turn around	v	turn abruptly and face the other way, either physically or metaphorically; "He turned around to face his opponent"; "My conscience told me to turn around before I made a mistake"
1446	v02005948	02005948-v	arrive//get//come	v	reach a destination; arrive by movement or progress; "She arrived home at 7 o'clock"; "She didn't get to Chicago until after midnight"
1447	v02199590	02199590-v	give	v	transfer possession of something concrete or abstract to somebody; "I gave her my money"; "can you give me lessons?"; "She gave the children lots of love and tender loving care"
1448	v01216670	01216670-v	hold//take hold	v	have or hold in one's hands or grip; "Hold this bowl for a moment, please"; "A crazy idea took hold of him"
1449	v01249724	01249724-v	rub	v	move over something with pressure; "rub my hands"; "rub oil into her skin"
1450	n04105893	04105893-n	room	n	an area within a building enclosed by walls and floor and ceiling; "the rooms were very small but they had a nice view"
1451	v00028565	00028565-v	smile	v	change one's facial expression by spreading the lips, often to signal pleasure
1452	v01871979	01871979-v	push//force	v	move with force, "He pushed the table into a corner"
1453	v01535246	01535246-v	wash//launder	v	cleanse with a cleaning agent, such as soap, and water; "Wash the towels, please!"
1454	v01392237	01392237-v	wipe//pass over	v	rub with a circular motion; "wipe the blackboard"; "He passed his hands over the soft cloth"
1455	v01448100	01448100-v	pull//draw//force	v	cause to move by pulling; "draw a wagon"; "pull a sled"
1456	v01512625	01512625-v	flip//toss//sky//pitch	v	throw or toss with a light motion; "flip me the beachball"; "toss me newspaper"
1457	v01329239	01329239-v	sew//run up//sew together//stitch	v	fasten by sewing; do needlework
1458	v01016002	01016002-v	allege//aver//say	v	report or maintain; "He alleged that he was the victim of a crime"; "He said it was too late to intervene in the war"; "The registrar says that I owe the school money"
1462	n03990474	03990474-n	pot	n	metal or earthenware cooking vessel that is usually round and deep; often has a handle and lid
1463	a00797299	00797299-a	intoxicated//drunk//inebriated	a	stupefied or excited by a chemical substance (especially alcohol); "a noisy crowd of intoxicated sailors"; "helplessly inebriated"
1464	n03632277	03632277-n	ladder	n	steps consisting of two parallel members connected by rungs; for climbing up or down
1467	n13873917	13873917-n	circle	n	something approximating the shape of a circle; "the chairs were arranged in a circle"
1468	v01315613	01315613-v	search//seek//look for	v	try to locate or discover, or try to establish the existence of; "The police are searching for clues"; "They are searching for the missing man in the entire county"
1469	n15169873	15169873-n	week//hebdomad	n	any period of seven consecutive days; "it rained for a week"
1470	v01277974	01277974-v	fold//fold up//turn up	v	bend or lay so that one part covers the other; "fold up the newspaper"; "turn up your collar"
1471	n15237782	15237782-n	winter//wintertime	n	the coldest season of the year; in the northern hemisphere it extends from the winter solstice to the vernal equinox
1472	n03613294	03613294-n	key	n	metal device shaped in such a way that when it is inserted into the appropriate lock the lock's mechanism can be rotated
1474	n09426788	09426788-n	sea	n	a division of an ocean or a large body of salt water partially enclosed by land
1475	n03074855	03074855-n	comb	n	a flat device with narrow pointed teeth on one edge; disentangles or arranges hair
1476	n03001627	03001627-n	chair	n	a seat for one person, with a support for the back; "he put his coat over the back of the chair and sat down"
1477	v02202384	02202384-v	keep//hold on	v	retain possession of; "Can I keep my old stuffed animals?"; "She kept her maiden name after she married"
1479	n02068974	02068974-n	dolphin	n	any of various small toothed whales with a beaklike snout; larger than porpoises
1480	n05216365	05216365-n	body//organic structure//physical structure	n	the entire structure of an organism (an animal, plant, or human being); "he felt as if his whole body were on fire"
1481	n03481172	03481172-n	hammer	n	a hand tool with a heavy rigid head and a handle; used to deliver an impulsive force by striking
1482	n05548840	05548840-n	shoulder	n	the part of the body between the neck and the upper arm
1483	a02187161	02187161-a	nine//9//ix	a	denoting a quantity consisting of one more than eight and one less than ten
1484	n14966667	14966667-n	oil	n	a slippery or viscous liquid or liquefiable substance not miscible with water
1486	v01567275	01567275-v	plant//set	v	put or set (seeds, seedlings, or plants) into the ground; "Let's plant flowers in the garden"
1487	v02069551	02069551-v	pour	v	cause to run; "pour water over the floor"
1488	n03325088	03325088-n	faucet//spigot	n	a regulator for controlling the flow of a liquid from a reservoir
1489	n09247410	09247410-n	cloud	n	a visible mass of water or ice particles suspended at a considerable altitude
1493	a02186338	02186338-a	one//1//i//ane	a	used of a single unit or thing; not two or more; "`ane' is Scottish"
1494	v00358431	00358431-v	die//decease//perish//go//exit//pass away//expire//pass//kick the bucket//cash in one's chips//buy the farm//conk//give-up the ghost//drop dead//pop off//choke//croak//snuff it	v	pass from physical life and lose all bodily attributes and functions necessary to sustain life; "She died from cancer"; "The children perished in the fire"; "The patient went peacefully"; "The old guy kicked the bucket at the age of 102"
1495	a01148283	01148283-a	happy	a	enjoying or showing or marked by joy or pleasure; "a happy smile"; "spent many happy days on the beach"; "a happy marriage"
1496	n10142747	10142747-n	grandma//grandmother//granny//grannie//gran//nan//nanna	n	the mother of your father or mother
1497	n06627938	06627938-n	postcard//post card//postal card//mailing-card	n	a card for sending messages by post without an envelope
1498	a02186470	02186470-a	two//2//ii	a	being one more than one; "he received two messages"
1500	a02186665	02186665-a	four//4//iv	a	being one more than three
1501	v01443021	01443021-v	bore//drill	v	make a hole, especially with a pointed power or hand tool; "don't drill here, there's a gas pipe"; "drill a hole into the wall"; "drill for oil"; "carpenter bees are boring holes into the wall"
1502	n02416519	02416519-n	goat//caprine animal	n	any of numerous agile ruminants related to sheep but having a beard and straight horns
1504	n02190166	02190166-n	fly	n	two-winged insects characterized by active flight
1506	v00647094	00647094-v	measure//mensurate//measure out	v	determine the measurements of something or somebody, take measurements of; "Measure the length of the wall"
1507	n13134947	13134947-n	fruit	n	the ripened reproductive body of a seed plant
1508	n10231515	10231515-n	king//male monarch//Rex	n	a male sovereign; ruler of a kingdom
1509	n02200198	02200198-n	mosquito	n	two-winged insect whose female has a long proboscis to pierce the skin and suck the blood of humans and animals
1510	n05599617	05599617-n	chin//mentum	n	the protruding part of the lower jaw
1511	n01792158	01792158-n	cock//rooster	n	adult male chicken
1513	v00631737	00631737-v	think//opine//suppose//imagine//reckon//guess	v	expect, believe, or suppose; "I imagine she earned a lot of money with her new novel"; "I thought to find her in a bad state"; "he didn't think to find her in the kitchen"; "I guess she is angry at me for standing her up"
1514	n01792640	01792640-n	hen//biddy	n	adult female chicken
1515	a02187296	02187296-a	ten//10//x	a	being one more than nine
1517	n02212062	02212062-n	wasp	n	social or solitary hymenopterans typically having a slender body with the abdomen attached by a narrow stalk and having a formidable sting
1518	a00439588	00439588-a	stupid	a	lacking or marked by lack of intellectual acuity
1519	v01926311	01926311-v	run	v	move fast by using one's feet, with one foot off the ground at any given time; "Don't run--you'll be out of breath"; "The children ran to the store"
1521	v02133435	02133435-v	look//appear//seem	v	give a certain impression or have a certain outward aspect; "She seems to be sleeping"; "This appears to be a very difficult problem"; "This project looks fishy"; "They appeared like people who had not eaten or slept for a long time"
